X,Z,NAME,ICON,GROUP,URL
698,-265,すいせい避難小屋,normal,normal,
144,-216,ポロロ（ペンギン）,normal,normal,
87,-226,イオフィのプレイルーム,normal,normal,
51,-219,UFO,normal,normal,
335,-74,桜の大樹,normal,normal,
636,-352,EN組TNTモニュメント『A』,normal,normal,
68,-134,チェストハウス＆ころね像,normal,normal,
89,-564,人間工場,normal,normal,
330,-431,るしあの村人ゾンビ小屋（DIO）,normal,normal,
278,-349,はあとの拠点,normal,normal,
304,-196,タコダチ（ピクセルアート）,normal,normal,
99,-237,オリーの墓（拠点入口）,normal,normal,
213,-427,ポルカの酒場,normal,normal,
-25,-616,スバルの練習建築物,normal,normal,
-231,-544,タラガチャ,normal,normal,
-20,-274,クレイジー建設事務所,normal,normal,
59,-273,新モナス塔（インドネシア記念碑）,normal,normal,
3,-189,ムーナのムーンタワー,normal,normal,
50,-139,stoneigiri（おにぎりハウス）,normal,normal,
-3,-232,ホロIDモール,normal,normal,
285,-571,ねねのお城,normal,normal,
532,-378,HolyRadian迷路,normal,normal,
43,-217,ホロJP鯖マップ（ID）,normal,normal,
17,-313,レイネの釣り小屋,normal,normal,
-49,-691,麺屋ぼたん看板,normal,normal,
606,-494,まつりのムーンハウス,normal,normal,
-38,-311,鳥山,normal,normal,
41,-83,会長のしっぽハウス,normal,normal,
568,-500,巨大新型Switch,normal,normal,
697,-192,作戦S現場,normal,normal,
302,-448,ぺこら・るしあの2周年記念ハウス,normal,normal,
133,-481,うさぎ小屋,normal,normal,
-3,-386,養蜂所,normal,normal,
-3,-379,無限マグマ製造機,normal,normal,
518,-262,よだれハウス（そら＆あん肝）,normal,normal,
262,-134,銅の階段,normal,normal,
44,155,るしあの監禁所,normal,normal,
555,-332,藤木ハウス,normal,normal,
240,-906,レコード用クリーパートラップ,normal,normal,
308,88,ルーナの庭園（花畑）,normal,normal,
113,-657,そらステーション（そらマウンテン駅）,normal,normal,
-93,-810,PESUKE,normal,normal,
300,-797,不知火建設事務所,normal,normal,
317,-772,魔王軍会議室（雀卓）,normal,normal,
203,-459,『現代社会の闇』（撤去済）,normal,normal,
204,-466,ポルカの成金ハウス（撤去済）,normal,normal,
297,-434,まな板モニュメント,normal,normal,
245,-238,釣り堀,normal,normal,
256,-289,まつりの地下拠点入口,normal,normal,
308,-275,天空ログハウス,normal,normal,
440,-136,みこのマグマハウス,normal,normal,
393,-616,コロシアム,normal,normal,
449,-676,障害物競走コース『天国と地獄』,normal,normal,
464,-659,ホロライブ運動会ロゴ,normal,normal,
489,-579,救護室,normal,normal,
552,-597,鳥人間ダーツ,normal,normal,
462,-525,オオカミ鉄道 運動会会場駅,normal,normal,
480,-568,体操着みこミオ,normal,normal,
331,-389,魔王城,normal,normal,
332,-350,噴水,normal,normal,
351,-331,しけ村Xmasマーケット,normal,normal,
356,-382,もんもんファーム,normal,normal,
372,-345,しけ村役場兼みこの家,normal,normal,
389,-375,自動サトウキビ収穫装置,normal,normal,
412,-348,しけゴーランド,normal,normal,
-107,-550,ぺこらんど城,normal,normal,
-54,-544,パレード,normal,normal,
-54,-523,マグマコースター,normal,normal,
-52,-567,ペコースター,normal,normal,
-29,-529,マグマコースター（出口）,normal,normal,
-25,-571,KFP ぺこらんど店,normal,normal,
-20,-513,救出クエスト,normal,normal,
-11,-545,ぺこらんどマスコット像,normal,normal,
-9,-570,ステーキ&グリルBOTAN,normal,normal,
2,-521,休憩所兼社員寮（黒いうさぎ）,normal,normal,
5,-569,フードコート,normal,normal,
9,-540,演奏装置「るんぺこらんど♪」,normal,normal,
15,-552,ぺこらんど入場ゲート（トラップ）,normal,normal,
15,-534,ぺこらんど入出場ゲート（料金支払所）,normal,normal,
102,-100,馬用駐車場,normal,normal,
95,-74,つのまきじゃんけん屋台,normal,normal,
82,-72,まがまが迷路,normal,normal,
109,-70,ノエルミルク（屋台）,normal,normal,
44,-66,キャンプテント,normal,normal,
31,-65,ドラゴンサイズのトイレ,normal,normal,
85,-53,焼き鳥屋（屋台）,normal,normal,
99,-53,麺屋ぼたん（屋台）,normal,normal,
110,-53,休憩所（屋台）,normal,normal,
121,-53,かき氷屋,normal,normal,
95,-49,地下カジノ,normal,normal,
55,-48,蚊取りうさぎ（うさ建夏祭り会場目印）,normal,normal,
123,-48,UPRP闇市,normal,normal,
129,-41,鳥居（夏祭り会場）,normal,normal,
40,-39,銅鑼,normal,normal,
55,-39,やぐら,normal,normal,
21,-37,THANK YOU 🐉,normal,normal,
121,-30,スイカ（ピクセルアート）,normal,normal,
122,-28,スイカ屋,normal,normal,
132,-27,時計台（夏祭り会場）,normal,normal,
110,-26,ムーナの射的屋,normal,normal,
86,-25,キアラの射撃屋,normal,normal,
98,-25,ぺこらの射的屋,normal,normal,
61,-24,栄光の架橋,normal,normal,
56,-17,竿燈,normal,normal,
102,-7,橋・滝,normal,normal,
58,-5,るしあの金魚すくい,normal,normal,
69,-4,流しそうめんの滝,normal,normal,
55,-2,高みの見物席,normal,normal,
34,6,ぼったくりトイレ,normal,normal,
57,6,たこ焼き屋,normal,normal,
70,6,養護施設（ろーぼ製薬）,normal,normal,
44,7,MINA DE POLICE（交番）,normal,normal,
78,7,トワの墓,normal,normal,
97,10,くじ屋,normal,normal,
24,12,LOVE TUNNEL出口,normal,normal,
9,13,アメジストトラップ,normal,normal,
85,14,LOVE TUNNEL,normal,normal,
136,19,アニマルすくい,normal,normal,
98,22,おばけ屋敷,normal,normal,
69,23,○×クイズ会場,normal,normal,
95,35,ポテト屋,normal,normal,
95,47,フードコート（ポテト屋）,normal,normal,
95,62,インキャのめざめ（出張販売）,normal,normal,
100,74,ポルカ銀行ATM,normal,normal,
63,76,氷上ボートレース,normal,normal,
104,90,ガラス迷路,normal,normal,
96,153,ぼたんの射的場,normal,normal,
296,-359,＋チックはあちゃま,normal,normal,
264,-125,絶望はあちゃま,normal,normal,
158,-229,はあちゃまクッキング,normal,normal,
112,-647,あん肝・うさぎ・インベーダー,normal,normal,
156,-223,ガンギマリわため,normal,normal,
232,-361,1等身YAGOO（hololive付近）,normal,normal,
290,-281,天空1等身YAGOO,normal,normal,
255,-168,1等身YAGOO（初期リスポーン付近の橋）,normal,normal,
455,-137,はあわた（ピクセルアート）,normal,normal,
132,-189,尾丸ポルカ（ピクセルアート）,normal,normal,
205,-102,あんぽんたん,normal,normal,
307,-307,はあちゃまっちゃま～！（ピクセルアート）,normal,normal,
147,-121,おまんじゅうかなたそ,normal,normal,
142,-62,星街すいせい（ピクセルアート）,normal,normal,
138,-420,あくあ・シオン（ピクセルアート）,normal,normal,
-275,-566,湊あくあ（ピクセルアート）,normal,normal,
-275,-548,AKUKIN建設ロゴ,normal,normal,
636,-234,つのまきじゃんけん看板,normal,normal,
11,-407,桐生ココ（ピクセルアート）,normal,normal,
-194,-666,巨大YAGOO,normal,normal,
-36,-406,姫森ルーナ（ピクセルアート）,normal,normal,
-36,-435,角巻わため（ピクセルアート）,normal,normal,
-52,-407,常闇トワ（ピクセルアート）,normal,normal,
-52,-434,天音かなた（ピクセルアート）,normal,normal,
-67,-420,桐生ココ（ピクセルアート）,normal,normal,
298,-790,不知火建設ロゴ,normal,normal,
606,-295,わためいと,normal,normal,
101,-252,クレイジー・オリー（ピクセルアート）,normal,normal,
541,-502,ハート（モニュメント）,normal,normal,
250,-392,テトリスモニュメント（DT砲）,normal,normal,
404,-105,カボチャ（ピクセルアート）,normal,normal,
317,-259,骨粉工場,normal,normal,
351,-352,エリートチェストハウス（自動仕分け倉庫）,normal,normal,
158,-105,かたた（かなた）氏の監視部屋,normal,normal,
-154,-720,灯籠,normal,normal,
-127,-716,スバルの家（シンボル型）,normal,normal,
-103,-720,スライムトラップ入口,normal,normal,
262,-719,るしあの謎の建造物（未完成）,normal,normal,
-190,-665,YAGOOのおまる（未完成）,normal,normal,
-56,-581,大空建築社員寮,normal,normal,
179,-652,露天風呂（スバ温泉）,normal,normal,
193,-673,目隠し並木（スバ温泉）,normal,normal,
-236,-516,AKUKIN建設本社駅,normal,normal,
123,-569,クリスマスツリー,normal,normal,
124,-351,洋式建築土台（未完成）,normal,normal,
140,-464,演奏装置「たぬきちの冒険」,normal,normal,
154,-474,ラミィの水槽,normal,normal,
216,-455,林業施設,normal,normal,
282,-453,スノーゴーレム小屋,normal,normal,
366,-543,トイレ,normal,normal,
75,-429,AKUKIN建設地下アジト入口,normal,normal,
//78,-444,優勝トロフィー（撤去済）,normal,normal,
110,-378,噴水,normal,normal,
181,-412,スバルの仮拠点,normal,normal,
281,-342,書斎（ショートカットゲート）,normal,normal,
286,-389,るしあのマグマプール（ペット小屋）,normal,normal,
385,-335,オオカミ鉄道 ちくわぶタワー前駅,normal,normal,
17,-272,dry big kusa（干し草）,normal,normal,
24,-309,レイネの桟橋,normal,normal,
26,-203,ブランコ,normal,normal,
28,-232,ユニコーン（IDモール）,normal,normal,
38,-256,タレット,normal,normal,
40,-204,ニワトリ小屋,normal,normal,
52,-208,Moon Forest（植林場）,normal,normal,
65,-196,自動サトウキビ・竹収穫装置,normal,normal,
86,-219,エレベーター（UFO）,normal,normal,
261,-265,灯籠,normal,normal,
269,-241,共有牧場,normal,normal,
280,-283,まつりす,normal,normal,
296,-222,共有畑,normal,normal,
356,-305,旧しけ村入口,normal,normal,
98,-145,stoneigiri（スイカ入り石おにぎり）,normal,normal,
605,-261,演奏装置（Weather Hackers☆）,normal,normal,
56,-182,Love Hotel（村人小屋）,normal,normal,
71,-174,温室農園,normal,normal,
87,-171,牛繁殖装置,normal,normal,
92,-167,自動焼き鳥装置,normal,normal,
269,-82,オリーの墓（蘇生地点）,normal,normal,
437,-92,ろぼのつよつよ地下ハウス,normal,normal,
567,-184,ウーパールーパー型水槽,normal,normal,
133,-12,常闇ウォーターパーク出口,normal,normal,
515,-259,天空爆破装置,normal,normal,
308,-249,天空パーティー会場,normal,normal,
278,-38,ホロライブENロゴ,normal,normal,
273,-11,ホロJPサーバーマップ,normal,normal,
284,-25,ゲート,normal,normal,
284,-38,橋,normal,normal,
293,-38,井戸,normal,normal,
284,-53,ENポータル駅,normal,normal,
274,-118,ダイヤモンドハウス,normal,normal,
606,-310,わため将軍,normal,normal,
158,-332,お花畑の隠れ家,normal,normal,
197,48,ホロウッドサイン,normal,normal,
266,-131,配管コンセプトルーム,normal,normal,
71,-559,駅舎（人間工場前駅）,normal,normal,
154,-553,ウパ捨て穴,normal,normal,
180,-36,竹林,normal,normal,
321,56,ツツジ群生地,normal,normal,
27,-146,風車,normal,normal,
16,-170,時計台,normal,normal,
272,2,ENメンバー用ベッド,normal,normal,
269,-9,フリーチェストルーム,normal,normal,
293,33,石像と階段広場,normal,normal,
293,50,廃棄された円形ポータル,normal,normal,
300,-13,VIPなレンガ倉庫,normal,normal,
304,-30,ツリーハウス,normal,normal,
293,57,飛び降り台タワー,normal,normal,
281,-18,資源サーバー連絡水路,normal,normal,
312,9,パンドラボックスハウス（水豆腐）,normal,normal,
315,31,麻婆豆腐（トラップハウス）,normal,normal,
266,-124,ウェルカムボード,normal,normal,
589,-295,ドドドタウン看板,normal,normal,
491,-459,ネザークリスマスツリー,normal,normal,
639,-295,わためろん or ラムチョップ,normal,normal,
651,-162,温室,normal,normal,
30,124,魔剣,normal,normal,
594,-198,スノーゴーレム小屋,normal,normal,
589,-199,大樹の部屋（光の大樹）,normal,normal,
607,-188,共有倉庫（光の大樹）,normal,normal,
-191,-623,漆黒の塔,normal,normal,
//290,-195,ホロハウス前,station,rails,
//293,-194,ホロハウス前,station,rails,
292,-195,ホロハウス前,station,rails,
424,-91,高性能ハウス山麓,station,rails,
387,-333,ちくわぶタワー前,station,rails,
463,-511,運動会会場（乗り場）,station,rails,
461,-520,運動会会場（下車）,station,rails,
//232,-344,AKUKINステーション,station,rails,
//234,-344,AKUKINステーション,station,rails,
233,-344,AKUKINステーション,station,rails,
245,-360,AKUKINステーション前,station,rails,
198,-470,ねぽらぼビル前,station,rails,
-238,-517,AKUKIN建設本社前,station,rails,
69,-427,旧AKUKIN建設本社前,station,rails,
260,-184,ホロハウス前,station,rails,
284,-58,ENポータル前,station,rails,
71,-561,人間工場前,station,rails,
287,-203,ホロハウス前,station,rails,
468,-245,メル宅前,station,rails,
281,-18,ENポータル前,boat,nene-waterway,
275,-212,第2資源サーバーゲート前,boat,nene-waterway,
199,-282,第1資源サーバーポータル前,boat,nene-waterway,
296,-358,はあちゃまデスコースター乗り場,station,haachama-coaster,
466,-143,はあちゃまデスコースター第1部終着点（下車）,station,haachama-coaster,
462,-136,はあちゃまデスコースター第2部乗り場,station,haachama-coaster,
255,-372,はあちゃまデスコースター第2部終着点（下車）,station,haachama-coaster,
299,-367,バベちゃまの塔・あくあ地下帝国行き乗り場,station,haachama-coaster,
//299,-435,分岐点,station,haachama-coaster,
420,-719,バベちゃまの塔,station,haachama-coaster,
324,-259,爆破ドッキリトロッコ乗り場,station,tenkuu-aqua-line,
511,-259,爆破ドッキリトロッコ終着点,station,tenkuu-aqua-line,
//324,-249,落下ドッキリトロッコ乗り場,station,tenkuu-aqua-line,
//324,-247,落下ドッキリトロッコ乗り場,station,tenkuu-aqua-line,
324,-248,落下ドッキリトロッコ乗り場,station,tenkuu-aqua-line,
544,-151,落下ドッキリトロッコ終着点（下車）,station,tenkuu-aqua-line,
536,-147,落下ドッキリトロッコ終着点（下車）,station,tenkuu-aqua-line,
//224,-329,ホロライブレジスタンスマンション,station,tenkuu-aqua-line,
254,-345,秘密基地,normal,aqua-line,https://seesaawiki.jp/hololivetv/d/%CC%AB%A4%A2%A4%AF%A4%A2%A1%DAMinecraft%A1%DB#AquaSecretbase
298,-273,シオンの地下室,normal,aqua-line,https://seesaawiki.jp/hololivetv/d/%BB%E7%BA%E9%A5%B7%A5%AA%A5%F3%A1%DAMinecraft%A1%DB#shionbase
310,-269,あくあの地下倉庫,normal,aqua-line,
321,-263,小麦栽培装置（調整中）,normal,aqua-line,
301,-273,あくあのエンチャント部屋,normal,aqua-line,
274,-281,シオンの宇宙部屋（未完成）,normal,aqua-line,
636,-119,地下騒音部屋,normal,aqua-line,
//285,-258,あくあライン,ladder,aqua-line,https://seesaawiki.jp/hololivetv/d/%CC%AB%A4%A2%A4%AF%A4%A2%A1%DAMinecraft%A1%DB#aqualine
285,-258,あくあライン 正面玄関跡（シオン宅）,ladder,aqua-line,https://seesaawiki.jp/hololivetv/d/%CC%AB%A4%A2%A4%AF%A4%A2%A1%DAMinecraft%A1%DB#aqualine
//308,-269,ガンダム（あくあの拠点入口）,ladder,aqua-line,
347,-322,しけ村,ladder,aqua-line,
328,-295,蜂養成所『あくプロ』,ladder,aqua-line,
290,-346,ネザーゲート（閉鎖）,ladder,aqua-line,
251,-345,ゾンビトラップ前,ladder,aqua-line,
//200,-296,軌道エレベーター（資源サーバーポータル）,ladder,aqua-line,
232,-123,ジンジャーエール（さくら神社前）,ladder,aqua-line,
319,-258,骨粉工場,ladder,aqua-line,
298,-249,落下トラップ出口,bubble,aqua-line,
635,-123,シオンの新居,ladder,aqua-line,
189,-509,ねねの地下通路入口,normal,nene-metro,
171,-539,ボート乗り場（5期生ビル）,boat,nene-metro,
101,-248,ボート乗り場（オリーの家）,boat,nene-metro,
//99,-237,オリーの家,ladder,nene-metro,
//160,-103,かたた（かなた）氏の監視部屋,normal,haachama-glass-way,
//440,-179,羊監視塔,normal,haachama-glass-way,
440,-179,監視ロード（廃線）,barrier,haachama-glass-way,
-28,-523,マグマコースター乗り場,station,pekoland-coasters,
//-28,-529,マグマコースター終着点（下車）,station,pekoland-coasters,
-49,-567,ペコースター乗り場,station,pekoland-coasters,
